ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
"BAJADA DE PRECIO! 100% OBRA NUEVA. Ofrecemos 2 viviendas adosadas idénticas. El precio y los datos del anuncio son de CADA UNA de las dos. Cada chalet se vende por 262500€, y si el comprador decide hacer la cocina se le rebajarían 6000€ del pvp, quedando en este caso en 256500€. Planta sótano con: trastero, bodega, despensa, cuarto de instalaciones, distribuidor. Planta baja con: puerta de acceso con cortavientos, salón-comedor-cocina, 1 aseo, vestíbulo. Planta primera con: 2 dormitorios, 1 aseo, distribuidor. Planta bajo-cubierta con: 2 dormitorios, 1 baño, distribuidor. Grupo de presión individual. Instalación de calefacción y agua caliente sanitaria mediante depósito y caldera de gasóleo individual y acumulador-intercambiador de ACS; con termostato y válvulas de 3 vías independientes en cada planta habitable. Muros del sótano impermeabilizados con tubería exterior de drenaje y con grupo de extracción y ventilación autónomo e independiente por vivienda; que permite la utilización del sótano para el uso que se desee, a salvo de humedades. Cubierta aislada con poliuretano proyectado bajo forjado de hormigón y tendido de teja cerámica de perfil árabe. Separación entre viviendas con doble hoja de ladrillo, aislante intermedio de poliuretano. Fachada con fábrica de ladrillo, aislante de poliuretano, cámara de aire y tabique; tono tradicional. Carpintería de madera con vidrio doble exterior de 2 hojas y cámara intermedia. Alicatados (baño y cocina) de azulejos, hasta el techo, de 1ª calidad. Tuberías de agua fría y caliente de diámetros diferentes y PVC. Sanitarios de porcelana blanca vitrificada y grifería cromada de 1ª calidad. Suelos: de piezas cerámicas, incluido sótano; buhardilla de pavimento laminado. Escaleras de mármol. Caja fuerte. Puertas con cerradura de seguridad. Botellero. Tomas de TV y telecomunicación.",más de 5 meses sin actualizar,0,0,3,1,0,segunda mano/buen estado,,no indicado,3 plantas,,0,,,28539665, Chalet adosado,,,Medinaceli,"Calle Hospital, 13"," Calle Hospital, 13 , Medinaceli , Almazán, Soria ",,,"Almazán, Soria",186,,2019-04-11,,215000,0,4,1,0,1,
"PRECIOSO CHALET CON PARCELA Vivienda de dos plantas de 190 m2, totalmente amueblada y en perfecto estado. - Equipada con electrodomésticos, incluido sistema de calefacción y radiadores de agua mediante cocina económica de leña. - Parcela de 175 m2 con jardín y barbacoa. - Garaje de 34 m2. - Herramientas de labranza y cortacéspedes motorizado, entre otros. SITUACIÓN Al lado del río Ucero y con hermosas vistas panorámicas al pueblo y a la montaña, a 13 km de Burgo de Osma y 19 km de San Leonardo. - Entorno muy tranquilo, ideal para los amantes de la naturaleza. - Paseos a pie: Castillo de Ucero, Cañón del Río Lobos, Casa del Parque... - Algunos lugares de interés cultural cercanos (tiempo de ruta en coche): Burgo de Osma (13 min), Calatañazor (36 min), Yacimiento celtíbero de Numancia (59 min), Santo Domingo de Silos (57 min), Covarrubias (68 min). - Tiempo de ruta a capitales: Madrid (2 h, 14 min), Burgos (1 h, 22 min), Soria (55 min), Bilbao (2 h, 48 min), Vitoria-Gasteiz (2 h, 23 min), Donostia-San Sebastián (3 h 22 min).",más de 5 meses sin actualizar,0,0,1,1,1,segunda mano/buen estado,,en trámite,2 plantas,plaza de garaje incluida en el precio,1,,,34236354, Casa rural,,,Ucero,so-p-5119 s/n," so-p-5119 s/n , Ucero , Burgo de Osma, Soria ",,,"Burgo de Osma, Soria",175,180,2019-04-11,,125000,0,4,0,0,0,
Vivienda adosada con impresionantes vistas a la muralla y la vega. 220 m2 construidos aprox. Planta baja de 94 m2 (Salón comedor diafano con chimenea de piedra/Cocina/Cuarto de Aseo/Despensa) y 89 m2 en la 1ª planta (3 dormitorios con calefacción/Cuarto de Baño con calefacción/Salón de invierno con estufa de hierro/Escalera acceso altillo y buhardillas). Altillo con 2 camas más (8 en total) para niños o adultos. 2 buhardillas con caldera de agua caliente. Trastero/Pajar 27 de m2. Muy buen estado de conservación y mantenimiento adecuado a sus características. Contacto inicial preferente por email o whatsapp en horario comercial. Se atenderán ofertas serias. ABSTENERSE AGENCIAS.,más de 5 meses sin actualizar,0,0,2,0,1,segunda mano/buen estado,,no indicado,2 plantas,,0,,,37945285, Casa de pueblo,,,Calatañazor,"Calle Tirador, 9"," Calle Tirador, 9 , Calatañazor , Área de Soria, Soria ",,,"Área de Soria, Soria",220,210,2019-04-11,"norte, oeste",130000,0,3,1,0,0,
"Piso muy amplio totalmente céntrico, en calle muy comercial y a 200 mts. del centro peatonal de Soria. Parking a 100 mts. Centros de enseñanza muy próximos. Se va a instalar el ascensor en el edificio y el importe lo descontamos del precio. Piso para reformar. Tenemos presupuesto de reforma total del piso por 26. 000 € que tambien descontamos del precio para que el comprador haga la reforma a su gusto. Queda en 139. 000€. (Con la reforma total y el ascensor descontados, el precio es un 30% por debajo del precio de mercado de la zona, que es de 197. 477 €).",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/para reformar,,no indicado,planta 3ª exterior,,0,,,26070253,Piso,,0,Soria,Distrito Centro," Avenida Navarra, 3 , Distrito Centro , Soria , Área de Soria, Soria ","Avenida Navarra, 3",,"Área de Soria, Soria",140,120,2019-04-11,"sur, oeste",110000,0,4,1,0,0,
"Casa de pueblo en Ligos. Pueblo muy tranquilo a 6 km de Ayllon, 32 km de Riaza y 145 km de Madrid,La casa se distribuye en planta baja y primera planta (bajo cubierta),Tiene un muro a lo largo del pasillo que la deja dividida en dos casas. ,Cada una de ellas tiene 57 m2 de vivienda en la planta baja (114 m2 totales) y 43 metros en la primera planta (86 m2 totales).,Además disponen de un patio de unos 20 m2 cada una (40 m2 totales) y una leñera cenador de unos 26 m2 cada una (en una de las casas está hundido).,Una de las casas está para entrar a vivir con algún arreglillo y tiene en la planta baja un salón, un baño, la cocina y una habitación, y en la primera planta una habitación y el resto del espacio diáfano.,La otra casa necesita reformas y se distribuye en planta baja dos habitaciones, baño y cocina y primera planta diáfana.,El tejado es común en toda la casa y se encuentra en perfecto estado.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/para reformar,,no indicado,2 plantas,,0,,,39301646, Casa de pueblo,,,San esteban de Gormaz,"Calle Real, 5"," Calle Real, 5 , San esteban de Gormaz , Burgo de Osma, Soria ",,,"Burgo de Osma, Soria",50,,2019-04-11,,40000,0,4,0,0,1,
Inmueble de 104 m² con 3 habitaciones y 1 baño ubicado en ALMAZAN (Soria).,Anuncio actualizado el 1 de abril,0,0,1,0,0,,,no indicado,,,0,,,83807339,Piso,,,Almazan,," , Almazan , Almazán, Soria ",,,"Almazán, Soria",104,83,2019-04-11,,68000,0,3,0,0,0,
Inmueble de 86 m² con 3 habitaciones y 1 baño ubicado en OLVEGA (Soria). Dispone de garaje.,Anuncio actualizado el 1 de abril,0,0,1,0,0,,,no indicado,,plaza de garaje incluida en el precio,0,,,83807364,Piso,,,Olvega,," , Olvega , Área de Soria, Soria ",,,"Área de Soria, Soria",86,71,2019-04-11,,83000,0,3,0,0,0,
Inmueble de 65 m² con 3 habitaciones y 1 baño ubicado en OLVEGA (Soria).,Anuncio actualizado el 1 de abril,0,0,1,0,0,,,no indicado,,,0,,,83807367,Piso,,,Olvega,," , Olvega , Área de Soria, Soria ",,,"Área de Soria, Soria",65,,2019-04-11,,43300,0,3,0,0,0,
Inmueble de 93 m² con 3 habitaciones y 2 baños ubicado en SAN ESTEBAN DE GORMAZ (Soria).,Anuncio actualizado el 1 de abril,0,0,2,0,0,,,no indicado,,,0,,,83807377,Piso,,,San esteban de Gormaz,," , San esteban de Gormaz , Burgo de Osma, Soria ",,,"Burgo de Osma, Soria",92,,2019-04-11,,91500,0,3,0,0,0,
Inmueble de 92 m² con 3 habitaciones y 1 baño ubicado en SAN LEONARDO DE YAGUE (Soria).,Anuncio actualizado el 1 de abril,0,0,1,0,0,,,no indicado,,,0,,,83807394,Piso,,,San Leonardo de Yague,," , San Leonardo de Yague , Pinares y Tierras Altas, Soria ",,,"Pinares y Tierras Altas, Soria",92,,2019-04-11,,72000,0,3,0,0,0,
Inmueble de 93 m² con 4 habitaciones y 1 baño ubicado en SORIA (Soria).,Anuncio actualizado el 1 de abril,0,0,1,0,0,,,no indicado,,,0,,,83807402,Piso,,,Soria,Distrito Centro," , Distrito Centro , Soria , Área de Soria, Soria ",,,"Área de Soria, Soria",92,76,2019-04-11,,95000,0,4,0,0,0,
Inmueble de 264 m² con 5 habitaciones y 3 baños ubicado en Golmayo (Soria).,Anuncio actualizado el 1 de abril,0,0,3,0,0,,,no indicado,,,0,,,84445469, Chalet pareado,,,Golmayo,," , Golmayo , Área de Soria, Soria ",,,"Área de Soria, Soria",264,,2019-04-11,,131600,0,5,0,0,0,
antigua c/fermín cacho.,Anuncio actualizado el 4 de marzo,0,0,2,1,0,segunda mano/buen estado,,no indicado,planta 3ª exterior,plaza de garaje incluida en el precio,0,,,308760,Piso,,1,Soria,Distrito La Florida - San Pedro," Carretera Logroño, 14 , Distrito La Florida - San Pedro , Soria , Área de Soria, Soria ","Carretera Logroño, 14",,"Área de Soria, Soria",95,78,2019-04-11,,150000,0,3,1,0,0,
,Anuncio actualizado el 12 de febrero,0,0,1,0,0,segunda mano/buen estado,,no indicado,,,0,,,435852, Casa o chalet independiente,,,San esteban de Gormaz,Calle Piquera de San Esteban s/n," Calle Piquera de San Esteban s/n , San esteban de Gormaz , Burgo de Osma, Soria ",,,"Burgo de Osma, Soria",70,,2019-04-11,,80000,0,1,0,0,0,
,Anuncio actualizado el 23 de noviembre,0,0,1,0,0,segunda mano/buen estado,,no indicado,planta 2ª interior,,0,,,437912,Piso,,1,Soria,Distrito Centro," Calle Fuentes, 2 , Distrito Centro , Soria , Área de Soria, Soria ","Calle Fuentes, 2",,"Área de Soria, Soria",73,,2019-04-11,,115000,0,2,0,0,0,
,Anuncio actualizado el 9 de abril,0,0,2,1,0,segunda mano/buen estado,,,planta 4ª exterior,plaza de garaje incluida en el precio,0,,calefacción individual: gas natural,39468359,Ático,,1,Soria,Distrito Calaverón - Pajaritos," Calle Venerable Carabantes, 28 , Distrito Calaverón - Pajaritos , Soria , Área de Soria, Soria ","Calle Venerable Carabantes, 28",,"Área de Soria, Soria",169,139,2019-04-11,"sur, oeste",290000,1,3,1,0,1,
,Anuncio actualizado el 12 de noviembre,0,0,2,0,0,segunda mano/buen estado,,no indicado,planta 3ª exterior,plaza de garaje incluida en el precio,0,,,83052851,Piso,,1,Almazan,"Calle Buen Maestro, 27"," Calle Buen Maestro, 27 , Almazan , Almazán, Soria ",,,"Almazán, Soria",90,,2019-04-11,,80000,0,3,0,0,0,
,Anuncio actualizado el 15 de noviembre,0,0,1,0,0,segunda mano/para reformar,,no indicado,,,0,,,83117592, Casa de pueblo,,,Arcos de Jalon,"Calle Agramadero, 9"," Calle Agramadero, 9 , Arcos de Jalon , Almazán, Soria ",,,"Almazán, Soria",300,,2019-04-11,,18000,0,1,0,0,0,
,Anuncio actualizado el 8 de abril,0,0,1,0,0,segunda mano/para reformar,,no indicado,3 plantas,,0,,,83159024, Chalet adosado,,,Langa de Duero,"Avenida Enrique leon, 2"," Avenida Enrique leon, 2 , Langa de Duero , Burgo de Osma, Soria ",,,"Burgo de Osma, Soria",350,,2019-04-11,,35000,0,4,0,0,1,
,Anuncio actualizado el 23 de noviembre,0,0,1,0,0,segunda mano/buen estado,,no indicado,planta 2ª exterior,plaza de garaje incluida en el precio,0,,,83245364,Piso,,0,Molinos de Duero,"Carretera de Cidones, 1"," Carretera de Cidones, 1 , Molinos de Duero , Pinares y Tierras Altas, Soria ",,,"Pinares y Tierras Altas, Soria",90,,2019-04-11,,135000,0,3,1,0,0,
,Anuncio actualizado el 23 de noviembre,0,0,1,0,0,segunda mano/para reformar,,,planta 1ª exterior,,0,,,83267239,Piso,,0,Soria,Distrito Calaverón - Pajaritos," Calle San Pedro Osma, 1 , Distrito Calaverón - Pajaritos , Soria , Área de Soria, Soria ","Calle San Pedro Osma, 1",,"Área de Soria, Soria",67,,2019-04-11,,36000,0,4,1,0,0,
,Anuncio actualizado el 13 de diciembre,0,0,1,0,0,segunda mano/buen estado,,no indicado,,,0,,,83572079, Casa rural,,,Golmayo,Calle camaretas s/n," Calle camaretas s/n , Golmayo , Área de Soria, Soria ",,,"Área de Soria, Soria",40,,2019-04-11,,100000,0,2,0,0,1,
,Anuncio actualizado el 21 de diciembre,0,0,1,0,0,segunda mano/buen estado,,no indicado,planta 2ª exterior,plaza de garaje incluida en el precio,0,,,83647285,Piso,,1,Soria,Distrito La Florida - San Pedro," Pozo Albar, 4 , Distrito La Florida - San Pedro , Soria , Área de Soria, Soria ","Pozo Albar, 4",,"Área de Soria, Soria",65,,2019-04-11,,110000,0,2,1,0,0,
,Anuncio actualizado el 17 de marzo,0,0,1,0,0,segunda mano/para reformar,,no indicado,2 plantas,,0,,,83925657, Casa de pueblo,,,Berlanga de Duero,"Calle Daniel Ruiz Montejo, 3"," Calle Daniel Ruiz Montejo, 3 , Berlanga de Duero , Almazán, Soria ",,,"Almazán, Soria",165,,2019-04-11,,78000,0,3,0,0,0,
,Anuncio actualizado el 22 de enero,0,0,2,0,0,segunda mano/buen estado,,no indicado,,,0,,,83943320, Chalet adosado,,,Los Rabanos,"Calle Real, 39"," Calle Real, 39 , Los Rabanos , Área de Soria, Soria ",,,"Área de Soria, Soria",88,,2019-04-11,,89000,0,2,0,0,0,
,Anuncio actualizado el 14 de febrero,0,0,1,0,0,segunda mano/buen estado,,no indicado,3 plantas,plaza de garaje incluida en el precio,0,,,84279246, Casa de pueblo,,,Arcos de Jalon,"Plaza Mayor, 7"," Plaza Mayor, 7 , Arcos de Jalon , Almazán, Soria ",,,"Almazán, Soria",60,,2019-04-11,,13000,0,2,0,0,0,
,Anuncio actualizado el 25 de febrero,0,0,1,1,0,segunda mano/buen estado,,en trámite,planta 1ª exterior,,0,,,84331463,Piso,,1,Soria,Distrito Santa Barbara-Barriada Yagüe," Calle Mártires Independencia, 5 Ndch , Distrito Santa Barbara-Barriada Yagüe , Soria , Área de Soria, Soria ","Calle Mártires Independencia, 5 Ndch",,"Área de Soria, Soria",70,69,2019-04-11,,90000,0,3,1,0,0,
,Anuncio actualizado el 17 de marzo,0,0,2,0,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,plaza de garaje por 20.000 eur adicionales,0,,,84533437,Piso,,0,Olvega,"Calle leon felipe, 1"," Calle leon felipe, 1 , Olvega , Área de Soria, Soria ",,,"Área de Soria, Soria",80,,2019-04-11,,85000,0,3,0,0,0,
El piso está mueblado y dispone de electrodomésticos; está preparado para entrar a vivir. Soleado. Tranquilo.,Anuncio actualizado el 8 de abril,0,0,1,1,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,,0,,,32851891,Piso,,0,San esteban de Gormaz,"Calle agustín de herrera, 6"," Calle agustín de herrera, 6 , San esteban de Gormaz , Burgo de Osma, Soria ",,,"Burgo de Osma, Soria",67,,2019-04-11,,45000,0,3,0,0,1,
"Piso amueblado, con cochera.",Anuncio actualizado el 17 de febrero,0,0,1,0,0,segunda mano/buen estado,,,planta 1ª exterior,plaza de garaje incluida en el precio,0,,calefacción central,36814875,Piso,,1,Soria,Distrito Zona Polideportivos Asperon - Mariano Vicen," Ronda Eloy Sanz Villa, 8 , Distrito Zona Polideportivos Asperon - Mariano Vicen , Soria , Área de Soria, Soria ","Ronda Eloy Sanz Villa, 8",,"Área de Soria, Soria",48,,2019-04-11,,95000,1,1,1,0,0,
"Vivienda pareada en Soria, suelos de marmol y tarima flotante.,Calefacción y agua caliente de gasoil.,Garaje para 4 coches.,Bodega-merendero con chimenea.,Porche de 15 m. cubierto y jardin de 105m2.,Totalmente equipado para entrar a vivir.,Excelente ubicación.",Anuncio actualizado el 28 de noviembre,0,1,4,1,0,segunda mano/buen estado,2005,no indicado,3 plantas,plaza de garaje incluida en el precio,1,,,39452467, Chalet pareado,,,Soria,Distrito Santa Barbara-Barriada Yagüe," Avenida Aragón, 5 , Distrito Santa Barbara-Barriada Yagüe , Soria , Área de Soria, Soria ","Avenida Aragón, 5",,"Área de Soria, Soria",258,300,2019-04-11,sur,426000,0,4,1,0,1,
"Existe la posibilidad de alquiler con opción de compra, o pagar a plazos.",Anuncio actualizado el 8 de abril,0,0,2,1,0,segunda mano/buen estado,2001,en trámite,planta 1ª exterior,,0,,calefacción individual: gas natural,39967639,Piso,,1,Almazan,Calle Puerto de Piqueras s/n," Calle Puerto de Piqueras s/n , Almazan , Almazán, Soria ",,,"Almazán, Soria",120,117,2019-04-11,sur,120000,0,4,1,0,1,
"Casa en pueblo muy tranquilo, para rehabilitar, con proyecto y licencia de obras.",Anuncio actualizado el 18 de enero,0,0,1,0,0,segunda mano/para reformar,,no indicado,3 plantas,,0,,,40019326, Casa de pueblo,,,Fresno de Caracena,"Calle Aragon, 41"," Calle Aragon, 41 , Fresno de Caracena , Burgo de Osma, Soria ",,,"Burgo de Osma, Soria",180,,2019-04-11,"norte, sur",18000,0,6,0,0,0,
"Se vende casa en Rebollo de Duero (Soria), situada entre las localidades de Almazán y Burgo de Osma. Pueblo muy tranquilo perfecto para fines de semana y vacaciones.,La planta baja consta de unos 108m², la buhardilla de unos 80m² y el patio de 100m².",Anuncio actualizado el 3 de febrero,0,0,1,0,0,segunda mano/buen estado,,en trámite,2 plantas,,0,,,40103682, Casa de pueblo,,,Velamazan,"Calle ermita, 1"," Calle ermita, 1 , Velamazan , Almazán, Soria ",,,"Almazán, Soria",200,,2019-04-11,,50000,0,6,0,0,0,
"Piso amueblado para llegar y vivir. Dos dormitorios uno de matrimonio y otro de niña recién amueblado.,Dos baños tambien amueblado nuevos.,Una cocina amueblada con una terraza pequeña.,Una terraza de 40 metros que da al salón y la habitación de matrimonio.,Piscina comunitaria, pista de pádel, zona infantil parque, garaje y trastero.,Todo está amueblado de la mejor calidad de mueble y esta en una zona muy buena.,Fotos del piso por whsap.",Anuncio actualizado el 3 de febrero,0,1,2,1,0,segunda mano/buen estado,,,planta 1ª exterior,plaza de garaje incluida en el precio,1,,,82203963,Piso,,1,Soria,Distrito Eduardo Saavedra - Eloy Sanz Villa," Calle Manuel Fraga Iribarne, 5 , Distrito Eduardo Saavedra - Eloy Sanz Villa , Soria , Área de Soria, Soria ","Calle Manuel Fraga Iribarne, 5",,"Área de Soria, Soria",75,,2019-04-11,"norte, sur",180000,0,3,1,1,1,
"apartamento sin estrenar, parquet, calefacción inde. a gas cocina amueblada y con nevera, cocina.",Anuncio actualizado el 7 de abril,0,1,2,1,0,segunda mano/buen estado,2005,no indicado,planta 3ª exterior,,0,,calefacción individual: gas natural,82286116,Piso,,1,Arcos de Jalon,"Calle Ferrocarril, 1"," Calle Ferrocarril, 1 , Arcos de Jalon , Almazán, Soria ",,,"Almazán, Soria",80,75,2019-04-11,"norte, sur",95000,0,3,0,0,1,
"Es un piso céntrico, junto a la plaza de toros y cómodo. Con calefacción central (y agua caliente).",Anuncio actualizado el 11 de febrero,0,0,1,0,0,segunda mano/buen estado,,,planta 1ª exterior,,0,,,82353122,Piso,,1,Soria,Distrito Santa Barbara-Barriada Yagüe," Calle Retogenes, 5 , Distrito Santa Barbara-Barriada Yagüe , Soria , Área de Soria, Soria ","Calle Retogenes, 5",,"Área de Soria, Soria",85,,2019-04-11,sur,129000,0,3,0,0,0,
Casa y cochera en el centro de Tardelcuente. 2 plantas. La cochera de 50 m.,Anuncio actualizado el 7 de abril,0,0,1,1,0,segunda mano/buen estado,,no indicado,2 plantas,plaza de garaje incluida en el precio,0,,,82893943, Casa de pueblo,,,Tardelcuende,"Avenida Ramón y Cajal, 3"," Avenida Ramón y Cajal, 3 , Tardelcuende , Área de Soria, Soria ",,,"Área de Soria, Soria",185,125,2019-04-11,"norte, sur",110000,0,4,0,0,0,
Regalo de corral con la compra de la casa.,Anuncio actualizado el 5 de noviembre,0,0,1,0,0,segunda mano/para reformar,,no indicado,3 plantas,,0,,,82969126, Casa de pueblo,,,Santa Maria de Huerta,"Calle Arriba, 8"," Calle Arriba, 8 , Santa Maria de Huerta , Almazán, Soria ",,,"Almazán, Soria",100,,2019-04-11,,18000,0,5,0,0,0,
"Se vende casa en C/ Pedro Alonso Muñoz. A reformar.,Vivienda de 2 plantas 204 m2 útiles.",Anuncio actualizado el 6 de noviembre,0,0,1,0,0,segunda mano/para reformar,,no indicado,2 plantas,,0,,,82980239, Casa o chalet independiente,,,San Leonardo de Yague,"Calle Pedro Alonso Muñoz, 4"," Calle Pedro Alonso Muñoz, 4 , San Leonardo de Yague , Pinares y Tierras Altas, Soria ",,,"Pinares y Tierras Altas, Soria",204,,2019-04-11,,63000,0,4,0,0,0,
amueblado.,Anuncio actualizado el 14 de noviembre,0,0,1,0,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,,0,,calefacción individual: gas propano/butano,83092807,Piso,,0,Agreda,"Calle anastasio vitoria, 8"," Calle anastasio vitoria, 8 , Agreda , Área de Soria, Soria ",,,"Área de Soria, Soria",80,,2019-04-11,,110000,0,3,1,0,1,
"El piso se encuentra en buen estado pero es necesario renovar la carpintería exterior e interior y reformar la cocina. El garaje es independiente, con una superficie de 22 m2.",Anuncio actualizado el 18 de marzo,0,1,1,0,0,segunda mano/para reformar,,no indicado,planta 3ª exterior,plaza de garaje incluida en el precio,0,,,84060367,Piso,,0,Covaleda,"Calle las Losas, 7"," Calle las Losas, 7 , Covaleda , Pinares y Tierras Altas, Soria ",,,"Pinares y Tierras Altas, Soria",92,72,2019-04-11,,60000,0,3,1,0,0,
"Venta piso para reformar (entero), es una segunda planta sin ascensor en la calle garcia Solier 7, dispone de 3 habitaciones, 1 baño, 1 cocina, 2 despensas, 1 salón y un trastero a parte. Se puede ver sin compromiso.",Anuncio actualizado el 24 de marzo,0,0,1,0,0,segunda mano/para reformar,,no indicado,planta 2ª exterior,,0,,,84261982,Piso,,0,Soria,Distrito Zona Polideportivos Asperon - Mariano Vicen," Calle García Solier, 7 , Distrito Zona Polideportivos Asperon - Mariano Vicen , Soria , Área de Soria, Soria ","Calle García Solier, 7",,"Área de Soria, Soria",78,68,2019-04-11,,50000,0,3,1,0,0,
Huerto. Patio.,Anuncio actualizado el 7 de marzo,0,0,2,0,0,segunda mano/buen estado,,no indicado,2 plantas,,0,,,84569446, Casa o chalet independiente,,,Almenar de Soria,"Calle la Fuente, 5"," Calle la Fuente, 5 , Almenar de Soria , Área de Soria, Soria ",,,"Área de Soria, Soria",300,,2019-04-11,,90000,0,4,0,0,0,
,Anuncio actualizado el 19 de marzo,0,0,1,0,0,segunda mano/buen estado,,no indicado,2 plantas,,0,,,84723767, Chalet adosado,,,Burgo de Osma-Ciudad de Osma,"Calle la Nevera, 16"," Calle la Nevera, 16 , Burgo de Osma-Ciudad de Osma , Burgo de Osma, Soria ",,,"Burgo de Osma, Soria",85,,2019-04-11,,72000,0,3,0,0,0,
,Anuncio actualizado el 2 de abril,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,plaza de garaje incluida en el precio,0,,,84908957,Piso,,1,Burgo de Osma-Ciudad de Osma,"Calle Palafox, 28"," Calle Palafox, 28 , Burgo de Osma-Ciudad de Osma , Burgo de Osma, Soria ",,,"Burgo de Osma, Soria",100,,2019-04-11,,75000,0,3,1,0,0,
"Casa ubicada en Santa María de Huerta, Soria. Muy próxima al Ayuntamiento, la estación de trenes y a sitios de interés como el Monasterio Cisterciense de Santa María de Huerta.,Éste es sólo uno de los más de 30.000 inmuebles que tenemos para ti. Descubre más en Aliseda Inmobiliaria.",Anuncio actualizado el 21 de marzo,0,0,2,0,0,,,en trámite,,,0,,,34835148, Casa o chalet,,,Santa Maria de Huerta,Calle el horno," Calle el horno , Santa Maria de Huerta , Almazán, Soria ",,,"Almazán, Soria",129,,2019-04-11,,42800,0,3,0,0,0,
"Vivienda con cuatro dormitorios amplios y muy buena distribución. Equipado con cocina, baño, gran salón confortable y garaje. ¿Vas a perder esta oportunidad? Llámanos y visítalo ahora sin compromiso.",Anuncio actualizado el 19 de marzo,0,0,1,0,0,segunda mano/buen estado,,,planta 4ª,,0,,,83238117,Piso,,0,Soria,Distrito Zona Polideportivos Asperon - Mariano Vicen," Calle Ávila , Distrito Zona Polideportivos Asperon - Mariano Vicen , Soria , Área de Soria, Soria ",Calle Ávila,,"Área de Soria, Soria",110,81,2019-04-11,,84000,0,1,0,0,0,
"Amplio, luminoso. Como vivienda o despacho profesionales, academias, etc. Acceso a gran terraza comunitaria. Cochera de 31 m, y pequeño trastero. Buena zona comercial y de tránsito.",Anuncio actualizado el 7 de abril,0,0,2,1,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,plaza de garaje incluida en el precio,0,,,34220706,Piso,,1,Soria,Distrito Zona Polideportivos Asperon - Mariano Vicen," Calle almazán, 1 , Distrito Zona Polideportivos Asperon - Mariano Vicen , Soria , Área de Soria, Soria ","Calle almazán, 1",,"Área de Soria, Soria",115,113,2019-04-11,,220000,0,4,1,0,0,
amueblada y equipada.,Anuncio actualizado el 18 de marzo,0,0,2,0,0,segunda mano/buen estado,,no indicado,,plaza de garaje incluida en el precio,0,,,84700805, Casa o chalet independiente,,,San esteban de Gormaz,"Calle Santa Olalla, 8"," Calle Santa Olalla, 8 , San esteban de Gormaz , Burgo de Osma, Soria ",,,"Burgo de Osma, Soria",75,,2019-04-11,,45000,0,4,0,0,0,
Con un corral de 20 m2.,Anuncio actualizado el 31 de marzo,0,0,2,0,0,segunda mano/para reformar,,no indicado,2 plantas,,0,,,84711486, Casa de pueblo,,,Gomara,"Calle Mayor, 19"," Calle Mayor, 19 , Gomara , Área de Soria, Soria ",,,"Área de Soria, Soria",200,,2019-04-11,,12500,0,4,1,0,0,
Patio. En Somaén.,Anuncio actualizado el 19 de marzo,0,0,4,0,0,segunda mano/buen estado,,no indicado,3 plantas,,0,,,84717642, Casa de pueblo,,,Arcos de Jalon,Urb. Somaén," Calle mayor, 10 , Urb. Somaén , Arcos de Jalon , Almazán, Soria ","Calle mayor, 10",,"Almazán, Soria",200,,2019-04-11,,180000,0,4,0,0,0,
a reformar precio a convenir.,Anuncio actualizado el 2 de abril,0,0,1,0,1,segunda mano/para reformar,,no indicado,3 plantas,,0,,,84911550, Casa de pueblo,,,Almazul,"Plaza del corrillo, 27"," Plaza del corrillo, 27 , Almazul , Área de Soria, Soria ",,,"Área de Soria, Soria",600,200,2019-04-11,sur,6000,0,3,0,0,0,
"Casa ubicada en Santa María de Huerta, Soria. Muy próxima al Ayuntamiento, la estación de trenes y a sitios de interés como el Monasterio Cisterciense de Santa María de Huerta.",Anuncio actualizado el 27 de marzo,0,0,1,0,0,segunda mano/buen estado,,,,,0,,,84825858,Piso,,0,Santa Maria de Huerta,Calle Eras," Calle Eras , Santa Maria de Huerta , Almazán, Soria ",,,"Almazán, Soria",129,,2019-04-11,,42800,0,1,0,0,0,
,Anuncio actualizado el 4 de abril,0,0,sin baños,0,0,segunda mano/para reformar,,no indicado,2 plantas,,0,,,84944995, Casa de pueblo,,,Garray,"Calle Primo de Rivera, 11"," Calle Primo de Rivera, 11 , Garray , Área de Soria, Soria ",,,"Área de Soria, Soria",70,,2019-04-11,,45000,0,sin habitación,0,0,0,
,Anuncio actualizado el 4 de abril,0,1,2,0,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,,0,,,84948842,Piso,,1,Almazan,"Calle Pico Urbión, 2"," Calle Pico Urbión, 2 , Almazan , Almazán, Soria ",,,"Almazán, Soria",110,,2019-04-11,,90000,0,4,0,0,0,
