ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
Inmueble de 165 m² con 4 habitaciones y 3 baños ubicado en QUINTANILLA DEL OLMO (Zamora).,Anuncio actualizado el 10 de abril,0,0,3,0,0,,,no indicado,,,0,,,85017399, Chalet pareado,,,Quintanilla del Olmo,," , Quintanilla del Olmo , Tierra de Campos, Zamora ",,,"Tierra de Campos, Zamora",165,,2019-04-11,,72650,0,4,0,0,0,
Inmueble de 518 m² ubicado en VILLALOBOS (Zamora).,Anuncio actualizado el 10 de abril,0,0,2,0,0,,,no indicado,,,0,,,85017411, Chalet pareado,,,Villalobos,," , Villalobos , Tierra de Campos, Zamora ",,,"Tierra de Campos, Zamora",518,,2019-04-11,,33650,0,3,0,0,0,
ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
Inmueble de 70 m² con 3 habitaciones y 2 baños ubicado en GALENDE (Zamora).,Anuncio actualizado el 10 de abril,0,0,2,0,0,,,no indicado,,,0,,,85017385, Chalet pareado,,,Galende,," , Galende , Sanabria, Zamora ",,,"Sanabria, Zamora",77,70,2019-04-11,,59000,0,3,0,0,0,
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/para reformar,,no indicado,,,0,,,81687402, Casa de pueblo,,,Trefacio,los chanos s/n," los chanos s/n , Trefacio , Sanabria, Zamora ",,,"Sanabria, Zamora",140,,2019-04-11,,36000,0,1,0,0,0,
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/para reformar,,no indicado,2 plantas,plaza de garaje incluida en el precio,0,,,39479888, Casa de pueblo,,,Rionegro del Puente,"Calle Vereda, 28"," Calle Vereda, 28 , Rionegro del Puente , Sanabria, Zamora ",,,"Sanabria, Zamora",315,,2019-04-11,,35000,0,sin habitación,0,0,0,
,más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/para reformar,,inmueble exento,,,0,,,82408068, Casa rural,,,Muelas de los Caballeros,"Calle las Huerticas Gramedo, 26"," Calle las Huerticas Gramedo, 26 , Muelas de los Caballeros , Sanabria, Zamora ",,,"Sanabria, Zamora",248,,2019-04-11,,75000,0,4,0,0,0,
"Casa señorial de las mas antiguas de muelas, tejado pizarra, mampostería única de mas de 200 años de antigüedad, HAY QUE REFORMARLA TOTALMENTE, POR ESO EL PRECIO TAN BAJOse regala unas cuadras que lindan con la propiedad para la posibilidad de hacerle un patio interior a la casa y también se cede una ZONA COMUNITARIA PRIVADA de mas de 200 metros cuadrados.",más de 5 meses sin actualizar,0,0,sin baños,0,1,segunda mano/para reformar,,no indicado,1 planta,,0,,,34182137, Casa rural,,,Muelas de los Caballeros,"Calle imperial, 42"," Calle imperial, 42 , Muelas de los Caballeros , Sanabria, Zamora ",,,"Sanabria, Zamora",300,,2019-04-11,sur,24000,0,8,0,0,0,
"Se vende casa en el alto vigo de sanabria. 130 m2 de casa más terrenos circundantes. Lugar pintoresco, muy tranquilo en una zona de gran valor ecológico.",más de 5 meses sin actualizar,0,0,1,0,1,segunda mano/buen estado,,no indicado,2 plantas,plaza de garaje incluida en el precio,1,,,34146515, Casa de pueblo,,,Galende,s/n s/n," s/n s/n , Galende , Sanabria, Zamora ",,,"Sanabria, Zamora",500,,2019-04-11,,50000,0,4,1,0,1,
"Bonita casa de piedra a reformar. Planta superior 3 habitaciones, cuarto de baño y cocina. Planta baja, pajar y cuadras. Dispone de pequeña terraza trasera y caseta de almacenaje en 2 plantas.,La casa de principios de sigo, situada en el centro del pueblo, frente a estanque.,Muy próxima a Puebla de Sanabria, el Puente, Sierra de la Culebra.,Zona rural muy tranquila en Parque Natural.",más de 5 meses sin actualizar,0,1,1,0,1,segunda mano/para reformar,,,2 plantas,,0,,,40047612, Casa de pueblo,,,Robleda-Cervantes,"Llamas, 5"," Llamas, 5 , Robleda-Cervantes , Sanabria, Zamora ",,,"Sanabria, Zamora",205,180,2019-04-11,norte,30000,0,4,1,0,1,
"Casa cierca de Chaves (4 km del centro ) (Portugal),En vale de anta (Portugal).",más de 5 meses sin actualizar,0,1,1,0,0,segunda mano/para reformar,,no indicado,,,0,,,82267916, Casa o chalet independiente,,,Rosinos de la Requejada,"Calle Padre, 7"," Calle Padre, 7 , Rosinos de la Requejada , Sanabria, Zamora ",,,"Sanabria, Zamora",266,,2019-04-11,,85000,0,1,0,0,0,
"- Casa reformada 95m2,- Patio 50m2,- Muy bien distribuida,- Muy luminosa,- Bonita y confortable ,- Muy bien cuidada (Uso vacacional),- Pueblo muy tranquilo, sin ruidos,- Pueblo bien comunicado, a pie de autopista (Mirar mapa),- Posibilidad de rehabilitar la parte baja de la casa, 60m2 (Bodega).",más de 5 meses sin actualizar,0,0,2,1,1,segunda mano/buen estado,,,1 planta,,0,,,36603525, Casa de pueblo,,,Palacios de Sanabria,"Carretera Remesal Paramio, 1"," Carretera Remesal Paramio, 1 , Palacios de Sanabria , Sanabria, Zamora ",,,"Sanabria, Zamora",95,,2019-04-11,,80000,0,3,0,0,1,
"FERRERAS DE CEPEDA Espectacular casa en el centro del pueblo, con orientación Sur. Gran oportunidad.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,en trámite,2 plantas,plaza de garaje incluida en el precio,0,,,35381874, Casa de pueblo,,,Ferreras de Arriba,"Alta, 1"," Alta, 1 , Ferreras de Arriba , Sanabria, Zamora ",,,"Sanabria, Zamora",180,,2019-04-11,sur,25000,0,4,1,0,0,
"Vivienda de nueva construcción, suelos de tarima ventanas con climalit, totalmente amueblado, columna de hidromasaje,. esta perfecta caldera de peles,.",más de 5 meses sin actualizar,0,1,2,1,0,segunda mano/buen estado,,,2 plantas,plaza de garaje incluida en el precio,1,,,39984202, Chalet adosado,,,Cobreros,"Calle Barrio Bajo, 59 b"," Calle Barrio Bajo, 59 b , Cobreros , Sanabria, Zamora ",,,"Sanabria, Zamora",100,90,2019-04-11,"norte, sur, este",130000,0,3,1,0,1,
"Únicos propietarios, caldera de peles, ventas de climalit, totalmente amueblado, listo para entrar a vivir.",más de 5 meses sin actualizar,0,1,2,1,0,segunda mano/buen estado,,,2 plantas,plaza de garaje incluida en el precio,1,,,40061529, Chalet adosado,,,Galende,"Plaza Mayor, 59 b"," Plaza Mayor, 59 b , Galende , Sanabria, Zamora ",,,"Sanabria, Zamora",35,90,2019-04-11,"norte, sur, este",120000,0,3,1,0,1,
Entrañable casa de piedra vista para entrar a vivir cercana al paraje natural del lago de sanabria.,más de 5 meses sin actualizar,0,1,1,0,0,segunda mano/buen estado,,en trámite,2 plantas,,1,,,81977439, Finca rústica,,,San Justo,"Diseminado Rabano Sanabria, 1"," Diseminado Rabano Sanabria, 1 , San Justo , Sanabria, Zamora ",,,"Sanabria, Zamora",80,,2019-04-11,,49500,0,3,0,0,1,
"casa rural. A reformar, no está dividida. En el precio se incluye otra casa rural de 26m2 aproximadamente a unos 10m de distancia.",más de 5 meses sin actualizar,0,0,sin baños,0,0,segunda mano/para reformar,,no indicado,,,0,,,34815293, Casa de pueblo,,,Galende,Cuesta c/la s/n," Cuesta c/la s/n , Galende , Sanabria, Zamora ",,,"Sanabria, Zamora",77,,2019-04-11,,26000,0,sin habitación,0,0,0,
"Oportunidad, dos chalets pareados, con 156 m2 cada uno, de estilo tradicional montañés, en parcela cerrada de 600m2 en un enclave maravilloso con zonas de bosques y a 15km del Lago de Sanabria, ideal para hacer senderismo, practicar la caza, la pesca y descansar en plena naturaleza. Amueblados - Armarios en cada habitacion - Calefacción y ACS individual - Gran zona comun de esparcimiento - Garajes independientes - Tienen todos los servicios municipales - Las mediciones y precio es por unidad. Estan escriturados y registrados. Atiendo Whatsapp. Garaje. Amueblado. Calefacción.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,no indicado,1 planta,plaza de garaje incluida en el precio,0,,calefacción central,82869235, Chalet pareado,,,San Justo,"Camino del Coto, 1"," Camino del Coto, 1 , San Justo , Sanabria, Zamora ",,,"Sanabria, Zamora",156,,2019-04-11,,119000,0,3,0,0,0,
"Estupenda casa construida con piedra de cantería en Requejo a 10 km de Puebla de Sanabria, junto al parque natural del Lago de Sanabria y en el camino de Santiago Sanabrés.,La casa es unifamiliar y está lista para entrar a vivir. ,Se estructura, en una planta baja de 130m ideal para garaje o comercio. La planta de vivienda tiene el suelo de madera además de disponer de calefacción central por lo que es muy cálida y acogedora en invierno. Las estancias se dividen en tres dormitorios, cocina, salón y dos baños completos todo exterior además una terraza de 22m con cocina barbacoa cerrada.,Los accesos son inmejorables estando junto al acceso de la autovía Rías Baixas que está a 2 minutos.",más de 5 meses sin actualizar,0,0,2,0,0,segunda mano/buen estado,,no indicado,1 planta,plaza de garaje incluida en el precio,1,,,27978046, Casa o chalet independiente,,,Requejo,"Camino Santiago-Paderne, 94"," Camino Santiago-Paderne, 94 , Requejo , Sanabria, Zamora ",,,"Sanabria, Zamora",280,270,2019-04-11,"norte, este, oeste",110000,0,3,1,0,1,
"Casa de pueblo a reformar con posibilidad de conversion a cara rural o vivienda, toda exterior. La ubicacion es excepcional ya que esta rodeada de bosque y cerca de puebla de sanabria, puente y lago. estacion de ave a 5 km.",más de 5 meses sin actualizar,0,0,sin baños,0,0,segunda mano/para reformar,,no indicado,2 plantas,,0,,,82069875, Casa de pueblo,,,Robleda-Cervantes,"la fuente, 8"," la fuente, 8 , Robleda-Cervantes , Sanabria, Zamora ",,,"Sanabria, Zamora",500,,2019-04-11,,40000,0,sin habitación,0,0,0,
"Piso en Hermisende zona HERMISENDE, 90 m. de superficie, 3 habitaciones dobles, un baño, propiedad en buen estado, suelo de parquet, carpintería exterior de aluminio / climalit.,Extras: muebles, puerta blindada, terraza, todo exterior,Venta: 144.250 €.",Anuncio actualizado el 19 de septiembre,0,0,1,0,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,,0,,,27230147,Piso,,0,Hermisende,," , Hermisende , Sanabria, Zamora ",,,"Sanabria, Zamora",90,81,2019-04-11,,144250,0,3,0,0,1,
,Anuncio actualizado el 3 de febrero,0,0,3,0,0,segunda mano/buen estado,,no indicado,2 plantas,plaza de garaje incluida en el precio,0,,,84065902, Casa o chalet independiente,,,Mombuey,Travesía iglesia s/n," Travesía iglesia s/n , Mombuey , Sanabria, Zamora ",,,"Sanabria, Zamora",200,,2019-04-11,,130000,0,4,0,0,1,
la vivienda está totalmente para reformar.,Anuncio actualizado el 13 de marzo,0,0,sin baños,0,0,segunda mano/para reformar,,no indicado,2 plantas,plaza de garaje incluida en el precio,0,,,84644013, Casa de pueblo,,,Robleda-Cervantes,"Calle Iglesia San Ju, 9"," Calle Iglesia San Ju, 9 , Robleda-Cervantes , Sanabria, Zamora ",,,"Sanabria, Zamora",466,,2019-04-11,,35000,0,5,0,0,0,
"Se vende casa de 120m, en un pueblo de sanabria a 7 km del parque natural del lago.",Anuncio actualizado el 9 de abril,0,0,1,1,1,segunda mano/buen estado,,no indicado,2 plantas,,0,,,84723960, Casa de pueblo,,,Trefacio,"Calle la Majada, 15"," Calle la Majada, 15 , Trefacio , Sanabria, Zamora ",,,"Sanabria, Zamora",120,62,2019-04-11,,90000,0,2,1,0,0,
Dos jardines de 20 y 40 metros.,Anuncio actualizado el 20 de marzo,0,0,2,0,0,segunda mano/buen estado,,no indicado,2 plantas,,1,,,84734041, Chalet pareado,,,Trefacio,"Avenida Don Angel Alonso, 1"," Avenida Don Angel Alonso, 1 , Trefacio , Sanabria, Zamora ",,,"Sanabria, Zamora",85,,2019-04-11,,98000,0,3,1,0,1,
Inmueble de 350 m² con 7 habitaciones y 3 baños ubicado en RIONEGRO DEL PUENTE (Zamora).,Anuncio actualizado el 9 de abril,0,0,3,0,0,,,no indicado,,,0,,,83808178, Chalet pareado,,,Rionegro del Puente,," , Rionegro del Puente , Sanabria, Zamora ",,,"Sanabria, Zamora",350,291,2019-04-11,,95500,0,7,0,0,0,
,Anuncio actualizado el 9 de abril,0,0,1,0,0,segunda mano/para reformar,,no indicado,,plaza de garaje incluida en el precio,0,,,85001602, Casa o chalet independiente,,,Trefacio,"Calle Barreiro, 4"," Calle Barreiro, 4 , Trefacio , Sanabria, Zamora ",,,"Sanabria, Zamora",120,,2019-04-11,,55000,0,3,0,0,0,
"Superf. 100 m², 100 m² solar, 5 habitaciones (5 dobles), esquina, casa típica sanabresa para reformar situada en el enclave turistico del lago de sanabria. Paredes en piedra. Espacio en la entrada de la vivienda para poder aparcar vehiculos..",Anuncio actualizado el 27 de septiembre,0,0,1,0,0,segunda mano/para reformar,,no indicado,,,0,,,27229957, Casa o chalet,,,Asturianos,," , Asturianos , Sanabria, Zamora ",,,"Sanabria, Zamora",200,100,2019-04-11,,45000,0,5,0,0,0,
,Anuncio actualizado el 18 de diciembre,0,0,1,0,0,segunda mano/para reformar,,no indicado,2 plantas,,0,,,35000513, Casa o chalet independiente,,,Mombuey,"Calle Cesar Escudero, 2"," Calle Cesar Escudero, 2 , Mombuey , Sanabria, Zamora ",,,"Sanabria, Zamora",157,,2019-04-11,,21000,0,4,0,0,0,
,Anuncio actualizado el 8 de febrero,0,0,2,0,0,segunda mano/buen estado,,no indicado,2 plantas,,0,,,36502457, Casa de pueblo,,,Puebla de Sanabria,"Calle Santa Ana, 31"," Calle Santa Ana, 31 , Puebla de Sanabria , Sanabria, Zamora ",,,"Sanabria, Zamora",110,,2019-04-11,,90000,0,4,0,0,0,
,Anuncio actualizado el 6 de marzo,0,0,2,0,0,segunda mano/buen estado,,no indicado,2 plantas,plaza de garaje incluida en el precio,0,,,27411223, Casa o chalet independiente,,,Villardeciervos,"Calle Emilio Fernandez, 34"," Calle Emilio Fernandez, 34 , Villardeciervos , Sanabria, Zamora ",,,"Sanabria, Zamora",600,,2019-04-11,,160000,0,6,0,0,0,
,Anuncio actualizado el 7 de abril,0,0,3,0,0,segunda mano/buen estado,,no indicado,2 plantas,plaza de garaje incluida en el precio,0,,,1612623, Casa o chalet independiente,,,Villardeciervos,"Plaza Coronel Palmero, 2"," Plaza Coronel Palmero, 2 , Villardeciervos , Sanabria, Zamora ",,,"Sanabria, Zamora",2000,,2019-04-11,,220000,0,7,0,0,0,
"Superf. 220 m², 220 m² solar, 3 habitaciones (3 dobles), 1 baño, cocina (2 (de leña y bilbaina)), suelos (terrazo), garaje, chimenea, a 23 km del lago de sanabria..",Anuncio actualizado el 27 de septiembre,0,0,1,0,0,,,no indicado,,plaza de garaje incluida en el precio,0,,,27229906, Casa o chalet,,,Muelas de los Caballeros,," , Muelas de los Caballeros , Sanabria, Zamora ",,,"Sanabria, Zamora",220,110,2019-04-11,,32000,0,3,0,0,0,
"Casa en Vega del Castillo, 68 m. de superficie, vivienda de piedra para reformar., Extras: situada en la Sierra de la Carballeda, rodeada de montaña, rios, bosque, ciervos, lobo, para vivir la naturaleza en toda su plenitud, ,Venta: 14.000 €.",Anuncio actualizado el 27 de diciembre,0,0,sin baños,0,0,segunda mano/para reformar,1880,no indicado,,,0,,,39739966, Casa o chalet,,,Espadañedo,," , Espadañedo , Sanabria, Zamora ",,,"Sanabria, Zamora",68,,2019-04-11,,14000,0,sin habitación,0,0,0,
,Anuncio actualizado el 7 de abril,0,0,3,0,0,segunda mano/buen estado,,no indicado,3 plantas,,0,,calefacción individual: gas propano/butano,82532644, Casa o chalet independiente,,,Villardeciervos,"Plaza Mayor, 22"," Plaza Mayor, 22 , Villardeciervos , Sanabria, Zamora ",,,"Sanabria, Zamora",142,,2019-04-11,,140000,0,2,0,0,0,
"Vendo casa en San justo de Sanabria (Zamora), La casa fue de labranza. Dispone de unos 150m de suelo incluida parcela de alrededor, se puede vivir en ella haciendo una cocina y retocando el baño y si se quiere hacer una nueva, tiene una piedra fantástica, se encuentra ubicada a la entrada del pueblo barrio la roje. A 12 km del lago de Sanabria.",Anuncio actualizado el 5 de marzo,0,0,sin baños,0,0,segunda mano/para reformar,,,,,0,,,30767379, Casa de pueblo,,,San Justo,"Calle barrio arroge, 10"," Calle barrio arroge, 10 , San Justo , Sanabria, Zamora ",,,"Sanabria, Zamora",150,,2019-04-11,"norte, sur",18000,0,sin habitación,0,0,0,
"Casa de piedra para reforma total, dos plantas y bajo tiene entrada por dos calles, dispone de un pequeño terreno como jardin y un corral compartido, toal mente exterior con dos balcones - terrazas. vistas panorámicas al pueblo de lubian, cortello de los lobos y montañas de Portugal, galicia y castilla Leon zona muy verde de alta sanabria a pocos km del Lago sanabria.",Anuncio actualizado el 31 de marzo,0,0,sin baños,0,0,segunda mano/para reformar,,no indicado,3 plantas,,0,,,32249084, Casa de pueblo,,,Lubian,"Calle da cruz, 12"," Calle da cruz, 12 , Lubian , Sanabria, Zamora ",,,"Sanabria, Zamora",40,200,2019-04-11,este,40000,0,4,0,0,0,
Muy soleada bien comunicada en centro del pueblo precio negociable.,Anuncio actualizado el 7 de abril,0,0,1,0,0,segunda mano/para reformar,,no indicado,2 plantas,,0,,,37971250, Casa de pueblo,,,Manzanal de los Infantes,"Calle Lanseros, 26 N"," Calle Lanseros, 26 N , Manzanal de los Infantes , Sanabria, Zamora ",,,"Sanabria, Zamora",185,202,2019-04-11,sur,12600,0,6,0,0,0,
"La casa es en Faramontanos de la Sierra,Precio Negociable. Mejor ver.",Anuncio actualizado el 11 de febrero,0,0,1,0,1,segunda mano/para reformar,,no indicado,2 plantas,,0,,,40144442, Casa de pueblo,,,Espadañedo,Calle del medio s/n," Calle del medio s/n , Espadañedo , Sanabria, Zamora ",,,"Sanabria, Zamora",320,,2019-04-11,,30000,0,5,0,0,0,
"Casa antigua a reformar situada en la plaza de Sotillo de Sanabria. Tiene 4 fachadas exteriores de piedra, dos plantas de 114 m2 y un corral de 38 m2. , 228 m2, 4 dormitorios, 2 baños. Jardín.",Anuncio actualizado el 10 de abril,0,0,1,0,0,segunda mano/para reformar,,no indicado,2 plantas,,0,,,81147609, Casa o chalet independiente,,,Cobreros,"Calle Pozo, 28"," Calle Pozo, 28 , Cobreros , Sanabria, Zamora ",,,"Sanabria, Zamora",38,,2019-04-11,,48000,0,4,0,0,0,
"Robledo de Sanabria (a 8km. de Puebla). Se vende vivienda unifamiliar dentro del pueblo. 70m2 útiles y huerto de 100m2 dentro de la parcela. salón, cocina amueblada, baño y dos habitaciones dobles. Una altura con posibilidad de construir segunda planta.",Anuncio actualizado el 16 de diciembre,0,0,1,1,0,segunda mano/buen estado,,no indicado,1 planta,,0,,,1628507, Casa o chalet independiente,,,Puebla de Sanabria,"Calle Real, 166"," Calle Real, 166 , Puebla de Sanabria , Sanabria, Zamora ",,,"Sanabria, Zamora",100,70,2019-04-11,sur,108000,0,2,0,0,0,
"Muros de mampostería de piedra, estructura de vigas y cabios de madera, al igual que las carpinterías y cubierta de lajas de pizarra.,Plaza de astorga, uno de los rincones con mayor encanto de muelas de los caballeros. Suelo Urbano con posibilidad de elevar una planta superior.",Anuncio actualizado el 7 de abril,0,0,sin baños,0,0,segunda mano/para reformar,,inmueble exento,1 planta,,0,,,28173378, Casa de pueblo,,,Muelas de los Caballeros,"Plaza Astorga, 4"," Plaza Astorga, 4 , Muelas de los Caballeros , Sanabria, Zamora ",,,"Sanabria, Zamora",44,35,2019-04-11,norte,5900,0,sin habitación,0,0,0,
"Vendo casa de pueblo en el municipio de Cerdillo (Puebla de Sanabria) Zamora. El precio indicado es negociable. Es un pueblo pequeño, muy traquilo y dentro de un parque natural, ya que está a sólo 5 km del lago de Sanabria. La casa esta para reformar y es toda de piedra.",Anuncio actualizado el 19 de febrero,0,0,1,0,0,segunda mano/para reformar,,no indicado,2 plantas,plaza de garaje incluida en el precio,1,,,32190392, Casa de pueblo,,,Trefacio,"Calle roñandez cerdillo, 5"," Calle roñandez cerdillo, 5 , Trefacio , Sanabria, Zamora ",,,"Sanabria, Zamora",500,250,2019-04-11,sur,60000,0,4,1,0,1,
"Se vende casa de piedra el pueblo de Ungilde, situado a 3km de Puebla de Sanabria, de camino al centro del lobo iberico de castillo leon. la casa está para reformar (muchas posibilidades). A 2 km de la estacion de tren de puebla de sanabria y 6 km del futuro AVE, bien comunicado Precio negociable.",Anuncio actualizado el 7 de abril,0,0,sin baños,0,0,segunda mano/para reformar,,no indicado,,,0,,,34295226, Casa de pueblo,,,Puebla de Sanabria,"Calle barrio urcedo, 116"," Calle barrio urcedo, 116 , Puebla de Sanabria , Sanabria, Zamora ",,,"Sanabria, Zamora",30,100,2019-04-11,,8200,0,3,0,0,0,
"Se trata de una casa muy antigua de piedra y tejas que necesita ser reformada completamente. Cuenta además con un terreno que, a parte del desahogo que supone, permite que haya posibilidad de hacer barbacoas y celebraciones.",Anuncio actualizado el 8 de abril,0,0,sin baños,0,1,segunda mano/para reformar,,no indicado,3 plantas,,1,,,34925140, Casa de pueblo,,,Rosinos de la Requejada,"Calle Principal Doney, 86"," Calle Principal Doney, 86 , Rosinos de la Requejada , Sanabria, Zamora ",,,"Sanabria, Zamora",500,200,2019-04-11,,60000,0,6,0,0,0,
"Casa de pueblo en Asturianos pueblo de Sanabria, ideal para reformar. Suelos de piedra y madera. Dos plantas de 140 m2 cada una. Dispone de una cocina antigua con chimenea y una despensa grande. 5 habitaciones, un comedor y un baño. Dispone de una parcela con construcciones rurales que se utilizaban como cuadras. Precio negociable.",Anuncio actualizado el 11 de febrero,0,0,1,0,1,segunda mano/para reformar,,no indicado,2 plantas,plaza de garaje incluida en el precio,1,,,35685765, Casa rural,,,Asturianos,"Calle Castro Alto, 3"," Calle Castro Alto, 3 , Asturianos , Sanabria, Zamora ",,,"Sanabria, Zamora",340,280,2019-04-11,norte,70000,0,5,1,0,0,
"SE VENDE casa en Galende, (Sanabria) para reformar.,C/ Teso 45. ,Consta de 2 plantas: Planta baja 34 m2, y Planta 1ª- de 43 m2 y parcela de 28 m2. ECONOMICA, precio a convenir. Tel. 667 054 051 y 923 213 436.",Anuncio actualizado el 3 de abril,0,0,1,0,0,segunda mano/para reformar,,no indicado,2 plantas,,0,,,35998682, Casa de pueblo,,,Galende,"Calle Teso, 45"," Calle Teso, 45 , Galende , Sanabria, Zamora ",,,"Sanabria, Zamora",28,,2019-04-11,"sur, este",27000,0,1,0,0,0,
"En el catastro figura la dirección siguiente: C/ Hospitalillo, 4; 1.",Anuncio actualizado el 7 de abril,0,1,1,1,0,segunda mano/buen estado,,no indicado,planta 1ª exterior,,0,,calefacción individual: eléctrica,37790198,Piso,,0,Puebla de Sanabria,"Calle padre vicente salgado, 25"," Calle padre vicente salgado, 25 , Puebla de Sanabria , Sanabria, Zamora ",,,"Sanabria, Zamora",95,89,2019-04-11,"sur, oeste",91000,0,3,0,0,0,
Preciosa casa familiar para reformar. Muchas posibilidades. Patio interior y terreno para jardín detrás de la casa. Precio a convenir.,Anuncio actualizado el 17 de febrero,0,0,2,0,0,segunda mano/para reformar,,no indicado,2 plantas,,0,,,37802178, Casa de pueblo,,,Puebla de Sanabria,"Barrio Vallina Castell, 126 B"," Barrio Vallina Castell, 126 B , Puebla de Sanabria , Sanabria, Zamora ",,,"Sanabria, Zamora",700,,2019-04-11,,70000,0,6,0,0,0,
"Es el ente casa rústica, cerca del lago de sanabria. Nueva a estrenar!",Anuncio actualizado el 30 de marzo,1,1,2,1,1,segunda mano/buen estado,,en trámite,2 plantas,plaza de garaje incluida en el precio,1,,,39473336, Casa rural,,,Lubian,Urb. Zamora," Calle Callella, 3 -5 , Urb. Zamora , Lubian , Sanabria, Zamora ","Calle Callella, 3 -5",,"Sanabria, Zamora",150,160,2019-04-11,este,170000,0,3,1,0,1,
"Puebla De Sanabria, Puebla de Sanabria / ZA-921, 170 m2, 380 m2 terreno, 4 habitaciones, 4 baños, armarios, calefacción, garaje, jardín, terraza, trastero, Vendo casa en construcion.",Anuncio actualizado el 8 de abril,0,0,4,1,0,segunda mano/buen estado,,en trámite,1 planta,plaza de garaje incluida en el precio,1,,,40455853, Casa o chalet independiente,,,Puebla de Sanabria,"Carretera Vista altera, 9 -10"," Carretera Vista altera, 9 -10 , Puebla de Sanabria , Sanabria, Zamora ",,,"Sanabria, Zamora",380,,2019-04-11,,380000,0,4,1,0,1,
"Casa rural para reformar, en el marco incomparable de la Sierra de Sanabria. Casa chalet de dos plantas que dispone de 6 habitaciones, dos cuartos de baño, una cocina amplia con chimenea, un comedor y un salón, ambos muy amplios.,En el exterior cuenta con un patio que caben hasta 3 coches, una cocina cubierta con chimenea, un pozo de agua y un amplio huerto con arboles frutales.",Anuncio actualizado el 7 de abril,0,1,2,0,0,segunda mano/para reformar,1920,no indicado,2 plantas,,1,,,81724459, Casa o chalet independiente,,,Cobreros,"Calle Llameiras, 30"," Calle Llameiras, 30 , Cobreros , Sanabria, Zamora ",,,"Sanabria, Zamora",230,,2019-04-11,"sur, este",90000,0,6,0,0,0,
"Antiguo pajar típico sanabrés, inmueble protegido por su pintoresca fachada tradicional. Diáfano, con dos plantas y numerosas posibilidades de distribución. Su estética tradicional y su ubicación al lado del río Forcadura lo convierten el un inmueble único para los amantes de la arquitectura sanabresa y la naturaleza.",Anuncio actualizado el 7 de abril,0,0,sin baños,0,0,segunda mano/para reformar,,no indicado,2 plantas,,0,,,82796540, Casa de pueblo,,,Galende,"Barrio Arriba Vigo Sanabria, 171"," Barrio Arriba Vigo Sanabria, 171 , Galende , Sanabria, Zamora ",,,"Sanabria, Zamora",65,,2019-04-11,norte,19900,0,sin habitación,0,0,1,
"Casa Rural en Cernadilla, cerca de Mombuey y Puebla de Sanabria. 6 Habitaciones dos plantas, salon y cocina. Fachada de piedra. Necesita reforma.,Precio Negociable. ,Contacto: Juan Manuel Prieto Conde. Tfno: 659 87 80 40.",Anuncio actualizado el 8 de abril,0,0,sin baños,0,1,segunda mano/para reformar,,no indicado,2 plantas,,0,,no dispone de calefacción,82962816, Casa de pueblo,,,Cernadilla,"Calle la Venta, 8"," Calle la Venta, 8 , Cernadilla , Sanabria, Zamora ",,,"Sanabria, Zamora",358,348,2019-04-11,sur,50000,0,6,0,0,0,
"Urge vender, por cambio de ciudad. Esta a 5 km del Lago, 6 de Puebla de Sanabria y 2 de El Puente, cocina muy grande salón con chimenea funcional.",Anuncio actualizado el 7 de enero,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,plaza de garaje incluida en el precio,1,,,82895381,Piso,,0,Galende,Urb. El ministro," Cubelo, 56 , Urb. El ministro , Galende , Sanabria, Zamora ","Cubelo, 56",,"Sanabria, Zamora",113,,2019-04-11,"sur, este",47000,0,3,1,0,1,
"Casa de piedra, con tejado de grandes losas de pizarra antigua. Toda la parcela esta cerrada con muro de piedra, y con entrada por dos calles diferentes. Es perfecta para restaurar como casa privada o restaurante. La vendo porque vivo fuera de España y no puedo ir nunca.",Anuncio actualizado el 8 de febrero,0,0,1,0,0,segunda mano/para reformar,,no indicado,2 plantas,,1,,,36414842, Casa o chalet independiente,,,Asturianos,"Calle Castro Alto, 42"," Calle Castro Alto, 42 , Asturianos , Sanabria, Zamora ",,,"Sanabria, Zamora",270,160,2019-04-11,oeste,28000,0,5,0,0,0,
